Date,Time,Voltage,SC_Current
15/7/2019,5:43:53,4.69,-0.81
15/7/2019,5:48:53,4.69,-0.81
15/7/2019,5:53:53,4.69,-0.96
15/7/2019,5:58:52,4.69,-1.55
15/7/2019,6:3:52,4.69,-0.30
15/7/2019,6:8:52,4.69,-0.44
15/7/2019,6:13:51,0.00,-0.89
15/7/2019,6:18:51,2.34,-0.30
15/7/2019,6:23:51,4.69,-0.52
15/7/2019,6:28:50,4.69,-0.22
15/7/2019,6:33:50,4.69,-0.59
15/7/2019,6:38:50,4.69,-0.44
15/7/2019,6:43:49,2.34,-0.15
15/7/2019,6:48:49,2.34,0.07
15/7/2019,6:53:49,2.34,0.44
15/7/2019,6:58:49,4.69,0.22
15/7/2019,7:3:48,2.34,-0.44
15/7/2019,7:8:48,2.34,0.22
15/7/2019,7:13:48,2.34,0.07
15/7/2019,7:18:47,4.69,1.33
15/7/2019,7:23:47,4.69,0.89
15/7/2019,7:28:47,4.69,0.59
15/7/2019,7:33:46,2.34,0.52
15/7/2019,7:38:46,4.69,2.52
15/7/2019,7:43:46,2.34,1.26
15/7/2019,7:48:46,4.69,0.96
15/7/2019,7:53:45,4.69,0.96
15/7/2019,7:58:45,4.69,1.55
15/7/2019,8:3:45,2.34,1.55
15/7/2019,8:8:44,4.69,3.33
15/7/2019,8:13:44,4.69,2.37
15/7/2019,8:18:44,4.69,1.63
15/7/2019,8:23:43,4.69,1.92
15/7/2019,8:28:43,2.34,1.33
15/7/2019,8:33:43,4.69,4.36
15/7/2019,8:38:43,4.69,2.96
15/7/2019,8:43:42,2.34,5.10
15/7/2019,8:48:42,0.00,4.88
15/7/2019,8:53:42,4.69,4.73
15/7/2019,8:58:41,0.00,5.10
15/7/2019,9:3:41,2.34,5.47
15/7/2019,9:8:41,2.34,5.18
15/7/2019,9:13:40,4.69,5.70
15/7/2019,9:18:40,2.34,2.22
15/7/2019,9:23:40,2.34,0.96
15/7/2019,9:28:40,4.69,6.36
15/7/2019,9:33:39,4.69,7.40
15/7/2019,9:38:39,2.34,1.92
15/7/2019,9:43:39,2.34,7.55
15/7/2019,9:48:38,4.69,6.66
15/7/2019,9:53:38,4.69,8.88
15/7/2019,9:58:38,2.34,3.55
15/7/2019,10:3:37,2.34,9.91
15/7/2019,10:8:37,4.69,2.89
15/7/2019,10:13:37,4.69,2.37
15/7/2019,10:18:37,7.03,5.92
15/7/2019,10:23:36,2.34,10.80
15/7/2019,10:28:36,4.69,10.88
15/7/2019,10:33:36,4.69,3.33
15/7/2019,10:38:35,4.69,10.51
15/7/2019,10:43:35,2.34,9.84
15/7/2019,10:48:35,2.34,9.40
15/7/2019,10:53:34,2.34,10.51
15/7/2019,10:58:34,4.69,10.06
15/7/2019,11:3:34,4.69,10.14
15/7/2019,11:8:34,4.69,10.80
15/7/2019,11:13:33,2.34,9.91
15/7/2019,11:18:33,4.69,10.73
15/7/2019,11:23:33,4.69,3.85
15/7/2019,11:28:32,4.69,3.11
15/7/2019,11:33:32,7.03,3.63
15/7/2019,11:38:32,2.34,11.99
15/7/2019,11:43:31,2.34,11.02
15/7/2019,11:48:31,4.69,2.44
15/7/2019,11:53:31,2.34,3.11
15/7/2019,11:58:31,4.69,11.32
15/7/2019,12:3:30,2.34,11.62
15/7/2019,12:8:30,2.34,5.55
15/7/2019,12:13:30,4.69,0.89
15/7/2019,12:18:29,4.69,2.37
15/7/2019,12:23:29,4.69,3.77
15/7/2019,12:28:29,4.69,6.51
15/7/2019,12:33:29,2.34,10.73
15/7/2019,12:38:28,2.34,11.84
15/7/2019,12:43:28,2.34,5.25
15/7/2019,12:48:28,2.34,7.40
15/7/2019,12:53:27,4.69,2.29
15/7/2019,12:58:27,4.69,4.51
15/7/2019,13:3:27,4.69,2.59
15/7/2019,13:8:26,4.69,13.02
15/7/2019,13:13:26,4.69,1.18
15/7/2019,13:18:26,4.69,1.11
15/7/2019,13:23:26,2.34,2.15
