Date,Time,Voltage,SC_Current
14/7/2019,10:50:0,23.44,3.33
14/7/2019,10:55:0,2.34,3.48
14/7/2019,11:0:0,2.34,10.06
14/7/2019,11:4:59,2.34,5.18
14/7/2019,11:9:59,4.69,3.85
14/7/2019,11:14:59,2.34,6.07
14/7/2019,11:19:58,2.34,3.48
14/7/2019,11:24:58,2.34,9.69
14/7/2019,11:29:58,2.34,6.88
14/7/2019,11:34:58,2.34,3.70
14/7/2019,11:39:57,0.00,9.10
14/7/2019,11:44:57,2.34,3.92
14/7/2019,11:49:57,2.34,4.36
14/7/2019,11:54:56,2.34,4.14
14/7/2019,11:59:56,4.69,4.29
14/7/2019,12:4:56,2.34,10.43
14/7/2019,12:9:55,0.00,9.84
14/7/2019,12:14:55,4.69,4.73
14/7/2019,12:19:55,2.34,8.36
14/7/2019,12:24:55,0.00,9.47
14/7/2019,12:29:54,2.34,10.80
14/7/2019,12:34:54,2.34,6.66
14/7/2019,12:39:54,4.69,6.81
14/7/2019,12:44:53,2.34,2.89
14/7/2019,12:49:53,2.34,3.33
14/7/2019,12:54:53,2.34,5.62
14/7/2019,12:59:52,2.34,9.32
14/7/2019,13:4:52,2.34,10.58
14/7/2019,13:9:52,2.34,4.73
14/7/2019,13:14:52,2.34,5.25
14/7/2019,13:19:51,2.34,2.89
14/7/2019,13:24:51,2.34,2.15
14/7/2019,13:29:51,4.69,3.55
14/7/2019,13:34:50,2.34,4.51
14/7/2019,13:39:50,4.69,3.63
14/7/2019,13:44:50,2.34,4.07
14/7/2019,13:49:49,0.00,10.21
14/7/2019,13:54:49,4.69,11.91
14/7/2019,13:59:49,2.34,11.76
14/7/2019,14:4:49,2.34,5.77
14/7/2019,14:9:48,2.34,6.66
14/7/2019,14:14:48,2.34,4.14
14/7/2019,14:19:48,4.69,5.55
14/7/2019,14:24:47,2.34,3.85
14/7/2019,14:29:47,2.34,4.00
14/7/2019,14:34:47,4.69,4.81
14/7/2019,14:39:47,4.69,6.29
14/7/2019,14:44:46,4.69,4.66
14/7/2019,14:49:46,7.03,3.70
14/7/2019,14:54:46,4.69,4.14
14/7/2019,14:59:45,4.69,5.62
14/7/2019,15:4:45,2.34,9.40
14/7/2019,15:9:45,2.34,6.44
14/7/2019,15:14:45,4.69,7.25
14/7/2019,15:19:44,4.69,4.44
14/7/2019,15:24:44,4.69,4.73
14/7/2019,15:29:44,4.69,4.00
14/7/2019,15:34:43,2.34,5.03
14/7/2019,15:39:43,2.34,6.21
14/7/2019,15:44:43,4.69,4.51
14/7/2019,15:49:42,4.69,4.36
14/7/2019,15:54:42,4.69,3.40
14/7/2019,15:59:42,4.69,2.74
14/7/2019,16:4:42,4.69,2.15
14/7/2019,16:9:41,4.69,2.15
14/7/2019,16:14:41,4.69,2.59
14/7/2019,16:19:41,4.69,3.11
14/7/2019,16:24:40,2.34,2.74
14/7/2019,16:29:40,4.69,2.15
14/7/2019,16:34:40,4.69,1.92
14/7/2019,16:39:40,4.69,1.92
14/7/2019,16:44:39,4.69,1.48
14/7/2019,16:49:39,4.69,2.00
14/7/2019,16:54:39,7.03,1.18
14/7/2019,16:59:38,4.69,1.55
14/7/2019,17:4:38,2.34,1.26
14/7/2019,17:9:38,4.69,0.96
14/7/2019,17:14:38,4.69,0.89
14/7/2019,17:19:37,4.69,1.04
14/7/2019,17:24:37,4.69,0.52
14/7/2019,17:29:37,4.69,0.96
14/7/2019,17:34:36,2.34,-0.07
