Date,Time,Voltage,SC_Current
14/7/2019,10:50:0,105.47,2.07
14/7/2019,10:55:0,21.09,2.44
14/7/2019,11:0:0,21.09,1.78
14/7/2019,11:4:59,23.44,1.85
14/7/2019,11:9:59,21.09,1.55
14/7/2019,11:14:59,23.44,1.55
14/7/2019,11:19:58,21.09,2.66
14/7/2019,11:24:58,23.44,2.37
14/7/2019,11:29:58,21.09,2.96
14/7/2019,11:34:58,23.44,2.22
14/7/2019,11:39:57,23.44,1.41
14/7/2019,11:44:57,23.44,3.18
14/7/2019,11:49:57,23.44,3.48
14/7/2019,11:54:56,23.44,6.66
14/7/2019,11:59:56,21.09,4.51
14/7/2019,12:4:56,23.44,3.40
14/7/2019,12:9:55,21.09,5.55
14/7/2019,12:14:55,23.44,4.29
14/7/2019,12:19:55,23.44,5.55
14/7/2019,12:24:55,21.09,4.14
14/7/2019,12:29:54,23.44,5.03
14/7/2019,12:34:54,23.44,2.89
14/7/2019,12:39:54,21.09,3.11
14/7/2019,12:44:53,25.78,3.33
14/7/2019,12:49:53,21.09,1.78
14/7/2019,12:54:53,21.09,2.15
14/7/2019,12:59:52,21.09,2.07
14/7/2019,13:4:52,23.44,1.48
14/7/2019,13:9:52,23.44,3.40
14/7/2019,13:14:52,21.09,2.81
14/7/2019,13:19:51,21.09,2.00
14/7/2019,13:24:51,21.09,1.85
14/7/2019,13:29:51,21.09,2.74
14/7/2019,13:34:50,23.44,1.78
14/7/2019,13:39:50,23.44,4.00
14/7/2019,13:44:50,23.44,2.96
14/7/2019,13:49:50,21.09,5.03
14/7/2019,13:54:49,21.09,8.06
14/7/2019,13:59:49,23.44,7.62
14/7/2019,14:4:49,23.44,9.47
14/7/2019,14:9:48,23.44,5.77
14/7/2019,14:14:48,23.44,9.10
14/7/2019,14:19:48,23.44,12.95
14/7/2019,14:24:47,21.09,3.85
14/7/2019,14:29:47,23.44,7.18
14/7/2019,14:34:47,23.44,5.99
14/7/2019,14:39:47,23.44,4.73
14/7/2019,14:44:46,21.09,3.55
14/7/2019,14:49:46,21.09,8.66
14/7/2019,14:54:46,21.09,5.40
14/7/2019,14:59:45,21.09,3.55
14/7/2019,15:4:45,23.44,2.44
14/7/2019,15:9:45,25.78,5.25
14/7/2019,15:14:45,21.09,5.25
14/7/2019,15:19:44,23.44,6.44
14/7/2019,15:24:44,23.44,5.55
14/7/2019,15:29:44,23.44,6.29
14/7/2019,15:34:43,21.09,3.63
14/7/2019,15:39:43,23.44,3.18
14/7/2019,15:44:43,21.09,2.00
14/7/2019,15:49:42,23.44,1.41
14/7/2019,15:54:42,21.09,1.85
14/7/2019,15:59:42,23.44,2.81
14/7/2019,16:4:42,23.44,2.96
14/7/2019,16:9:41,23.44,4.59
14/7/2019,16:14:41,21.09,4.66
14/7/2019,16:19:41,23.44,7.69
14/7/2019,16:24:40,23.44,4.44
14/7/2019,16:29:40,23.44,3.18
14/7/2019,16:34:40,23.44,3.26
14/7/2019,16:39:40,21.09,1.04
14/7/2019,16:44:39,16.41,1.11
14/7/2019,16:49:39,23.44,1.85
14/7/2019,16:54:39,23.44,1.04
14/7/2019,16:59:38,23.44,1.11
14/7/2019,17:4:38,21.09,1.55
