Date,Time,Voltage,SC_Current
17/7/2019,18:15:18,2.34,-1.26
17/7/2019,18:20:18,4.69,-1.04
17/7/2019,18:25:17,2.34,-0.22
17/7/2019,18:30:17,4.69,-1.26
17/7/2019,18:35:17,4.69,-1.04
17/7/2019,18:40:16,4.69,-0.74
17/7/2019,18:45:16,4.69,-0.74
17/7/2019,18:50:16,2.34,-1.04
17/7/2019,18:55:15,2.34,-1.18
17/7/2019,19:0:15,4.69,-0.74
17/7/2019,19:5:15,4.69,-0.59
17/7/2019,19:10:15,2.34,-0.96
17/7/2019,19:15:14,4.69,-1.33
17/7/2019,19:20:14,2.34,-0.52
17/7/2019,19:25:14,4.69,-0.67
17/7/2019,19:30:13,4.69,-1.11
17/7/2019,19:35:13,4.69,-0.52
17/7/2019,19:40:13,4.69,-1.78
17/7/2019,19:45:13,4.69,-1.18
17/7/2019,19:50:12,0.00,-0.89
17/7/2019,19:55:12,4.69,-0.67
17/7/2019,20:0:12,4.69,-0.74
17/7/2019,20:5:11,2.34,-0.96
17/7/2019,20:10:11,4.69,-2.00
17/7/2019,20:15:11,4.69,-1.26
17/7/2019,20:20:10,4.69,-0.81
17/7/2019,20:25:10,2.34,-0.59
17/7/2019,20:30:10,4.69,-0.59
17/7/2019,20:35:10,4.69,-0.59
17/7/2019,20:40:9,2.34,-0.96
17/7/2019,20:45:9,4.69,-1.11
17/7/2019,20:50:9,4.69,-1.18
17/7/2019,20:55:8,2.34,-0.81
17/7/2019,21:0:8,4.69,-0.74
17/7/2019,21:5:8,4.69,-0.74
17/7/2019,21:10:7,4.69,-0.96
17/7/2019,21:15:7,0.00,-0.74
17/7/2019,21:20:7,2.34,-0.44
17/7/2019,21:25:7,4.69,-1.04
17/7/2019,21:30:6,4.69,-1.48
17/7/2019,21:35:6,2.34,-1.11
17/7/2019,21:40:6,2.34,-0.59
17/7/2019,21:45:5,4.69,-0.96
17/7/2019,21:50:5,4.69,-0.59
17/7/2019,21:55:5,2.34,-0.67
17/7/2019,22:0:5,4.69,-1.33
17/7/2019,22:5:4,2.34,-0.74
17/7/2019,22:10:4,2.34,-0.89
17/7/2019,22:15:4,2.34,-1.18
17/7/2019,22:20:3,2.34,-0.67
17/7/2019,22:25:3,2.34,-0.89
17/7/2019,22:30:3,4.69,0.00
17/7/2019,22:35:2,2.34,-0.74
17/7/2019,22:40:2,2.34,-0.37
17/7/2019,22:45:2,2.34,-0.07
17/7/2019,22:50:2,2.34,-0.59
17/7/2019,22:55:1,4.69,-0.81
17/7/2019,23:0:1,2.34,0.07
17/7/2019,23:5:1,4.69,-0.96
17/7/2019,23:10:0,4.69,-0.07
17/7/2019,23:15:0,4.69,-0.67
17/7/2019,23:20:0,2.34,-0.44
17/7/2019,23:24:59,4.69,0.22
17/7/2019,23:29:59,4.69,-0.52
17/7/2019,23:34:59,2.34,-0.15
17/7/2019,23:39:59,4.69,-0.30
17/7/2019,23:44:58,4.69,-0.67
17/7/2019,23:49:58,4.69,-0.44
17/7/2019,23:54:58,4.69,-0.15
17/7/2019,23:59:57,4.69,-0.96
18/7/2019,0:4:57,4.69,-0.67
18/7/2019,0:9:57,4.69,-0.37
18/7/2019,0:14:56,2.34,-1.33
18/7/2019,0:19:56,4.69,-1.18
18/7/2019,0:24:56,2.34,-0.30
18/7/2019,0:29:56,4.69,-0.15
18/7/2019,0:34:55,4.69,-0.67
18/7/2019,0:39:55,4.69,-0.59
18/7/2019,0:44:55,4.69,-0.44
18/7/2019,0:49:54,2.34,-0.74
18/7/2019,0:54:54,2.34,-0.59
18/7/2019,0:59:54,2.34,0.07
18/7/2019,1:4:53,4.69,0.15
18/7/2019,1:9:53,4.69,-0.52
18/7/2019,1:14:53,4.69,-0.67
18/7/2019,1:19:53,4.69,-0.30
18/7/2019,1:24:52,4.69,-0.44
18/7/2019,1:29:52,2.34,-0.81
18/7/2019,1:34:52,2.34,-0.44
18/7/2019,1:39:51,4.69,-0.22
18/7/2019,1:44:51,4.69,0.07
18/7/2019,1:49:51,4.69,-0.22
18/7/2019,1:54:50,2.34,-0.52
18/7/2019,1:59:50,4.69,-0.59
18/7/2019,2:4:50,2.34,0.30
18/7/2019,2:9:50,4.69,-0.07
18/7/2019,2:14:49,2.34,-0.37
18/7/2019,2:19:49,2.34,-0.37
18/7/2019,2:24:49,2.34,-0.52
18/7/2019,2:29:48,4.69,-0.59
18/7/2019,2:34:48,4.69,0.30
18/7/2019,2:39:48,4.69,-0.37
18/7/2019,2:44:47,4.69,-0.15
18/7/2019,2:49:47,4.69,-1.11
18/7/2019,2:54:47,4.69,-0.15
18/7/2019,2:59:47,2.34,-0.22
18/7/2019,3:4:46,2.34,-0.52
18/7/2019,3:9:46,4.69,-0.30
18/7/2019,3:14:46,2.34,-0.81
18/7/2019,3:19:45,2.34,-0.37
18/7/2019,3:24:45,4.69,-0.44
18/7/2019,3:29:45,4.69,-0.30
18/7/2019,3:34:44,4.69,-0.30
18/7/2019,3:39:44,4.69,-0.37
18/7/2019,3:44:44,4.69,-0.44
18/7/2019,3:49:44,4.69,-0.44
18/7/2019,3:54:43,4.69,-0.81
18/7/2019,3:59:43,7.03,-0.37
18/7/2019,4:4:43,4.69,0.15
18/7/2019,4:9:42,2.34,-0.30
18/7/2019,4:14:42,4.69,0.00
18/7/2019,4:19:42,4.69,-0.59
18/7/2019,4:24:41,4.69,-0.67
18/7/2019,4:29:41,2.34,-0.52
18/7/2019,4:34:41,4.69,-0.44
18/7/2019,4:39:41,4.69,0.44
18/7/2019,4:44:40,4.69,-0.74
18/7/2019,4:49:40,2.34,-0.37
18/7/2019,4:54:40,4.69,-0.22
18/7/2019,4:59:39,0.00,-0.59
18/7/2019,5:4:39,4.69,-0.81
18/7/2019,5:9:39,4.69,-0.22
18/7/2019,5:14:38,4.69,-0.81
18/7/2019,5:19:38,0.00,-1.26
18/7/2019,5:24:38,4.69,-0.52
18/7/2019,5:29:37,2.34,-0.59
18/7/2019,5:34:37,4.69,-0.44
18/7/2019,5:39:37,4.69,-0.67
18/7/2019,5:44:37,2.34,0.30
18/7/2019,5:49:36,4.69,-0.96
18/7/2019,5:54:36,4.69,-0.74
18/7/2019,5:59:36,4.69,-0.67
18/7/2019,6:4:35,2.34,-0.15
18/7/2019,6:9:35,4.69,0.37
18/7/2019,6:14:35,4.69,-0.30
18/7/2019,6:19:34,2.34,-0.30
18/7/2019,6:24:34,4.69,-0.15
18/7/2019,6:29:34,4.69,-0.22
18/7/2019,6:34:34,4.69,-0.30
18/7/2019,6:39:33,2.34,0.07
18/7/2019,6:44:33,2.34,-0.15
18/7/2019,6:49:33,4.69,-0.37
18/7/2019,6:54:32,7.03,-0.89
18/7/2019,6:59:32,2.34,0.15
18/7/2019,7:4:32,4.69,-0.30
18/7/2019,7:9:31,2.34,-0.22
18/7/2019,7:14:31,4.69,0.15
18/7/2019,7:19:31,2.34,-0.22
18/7/2019,7:24:30,4.69,0.15
