Date,Time,Voltage,SC_Current
18/7/2019,19:3:48,2.34,-1.18
18/7/2019,19:8:48,4.69,-0.52
18/7/2019,19:13:48,2.34,-1.26
18/7/2019,19:18:48,4.69,-1.04
18/7/2019,19:23:47,4.69,-1.18
18/7/2019,19:28:47,4.69,-1.78
18/7/2019,19:33:47,2.34,-0.37
18/7/2019,19:38:46,2.34,-1.11
18/7/2019,19:43:46,4.69,-1.26
18/7/2019,19:48:46,4.69,-0.81
18/7/2019,19:53:45,2.34,-1.04
18/7/2019,19:58:45,0.00,-1.11
18/7/2019,20:3:45,4.69,-0.30
18/7/2019,20:8:45,4.69,-1.18
18/7/2019,20:13:44,4.69,-1.04
18/7/2019,20:18:44,4.69,-0.89
18/7/2019,20:23:44,7.03,-1.26
18/7/2019,20:28:43,4.69,-0.59
18/7/2019,20:33:43,2.34,-0.89
18/7/2019,20:38:43,4.69,-1.04
18/7/2019,20:43:43,2.34,-0.67
18/7/2019,20:48:42,4.69,-0.89
18/7/2019,20:53:42,4.69,-1.26
18/7/2019,20:58:42,2.34,-0.74
18/7/2019,21:3:41,9.38,-0.67
18/7/2019,21:8:41,2.34,-0.81
18/7/2019,21:13:41,0.00,-1.18
18/7/2019,21:18:40,4.69,-1.04
18/7/2019,21:23:40,4.69,-1.41
18/7/2019,21:28:40,2.34,-0.96
18/7/2019,21:33:40,7.03,-0.74
18/7/2019,21:38:39,4.69,-0.89
18/7/2019,21:43:39,2.34,-1.33
18/7/2019,21:48:39,4.69,-0.96
18/7/2019,21:53:38,4.69,-0.89
18/7/2019,21:58:38,7.03,-0.89
18/7/2019,22:3:38,0.00,-0.74
18/7/2019,22:8:37,2.34,0.00
18/7/2019,22:13:37,2.34,-0.52
18/7/2019,22:18:37,2.34,-1.78
18/7/2019,22:23:37,4.69,-0.96
18/7/2019,22:28:36,4.69,-0.89
18/7/2019,22:33:36,2.34,-1.04
18/7/2019,22:38:36,4.69,-0.96
18/7/2019,22:43:35,4.69,-0.52
18/7/2019,22:48:35,4.69,-0.74
18/7/2019,22:53:35,4.69,-0.59
18/7/2019,22:58:34,4.69,-0.74
18/7/2019,23:3:34,2.34,-1.33
18/7/2019,23:8:34,4.69,-0.59
18/7/2019,23:13:34,4.69,-0.74
18/7/2019,23:18:33,7.03,-1.33
18/7/2019,23:23:33,4.69,-0.81
18/7/2019,23:28:33,4.69,-1.33
18/7/2019,23:33:32,2.34,-1.78
18/7/2019,23:38:32,4.69,-1.04
18/7/2019,23:43:32,2.34,-1.11
18/7/2019,23:48:31,4.69,-0.52
18/7/2019,23:53:31,2.34,-0.89
18/7/2019,23:58:31,4.69,-1.18
19/7/2019,0:3:31,4.69,-0.89
19/7/2019,0:8:30,4.69,-1.04
19/7/2019,0:13:30,4.69,-1.11
19/7/2019,0:18:30,4.69,-1.33
19/7/2019,0:23:29,4.69,-0.89
19/7/2019,0:28:29,4.69,-0.74
19/7/2019,0:33:29,4.69,-1.33
19/7/2019,0:38:28,0.00,-1.63
19/7/2019,0:43:28,4.69,-1.33
19/7/2019,0:48:28,4.69,-1.92
19/7/2019,0:53:28,2.34,-1.04
19/7/2019,0:58:27,4.69,-0.89
19/7/2019,1:3:27,2.34,-0.59
19/7/2019,1:8:27,4.69,-0.96
19/7/2019,1:13:26,2.34,-0.81
19/7/2019,1:18:26,4.69,-0.67
19/7/2019,1:23:26,2.34,-0.96
19/7/2019,1:28:25,4.69,-1.11
19/7/2019,1:33:25,4.69,-0.37
19/7/2019,1:38:25,4.69,-1.33
19/7/2019,1:43:25,2.34,-1.18
19/7/2019,1:48:24,4.69,-1.11
19/7/2019,1:53:24,4.69,-1.33
19/7/2019,1:58:24,7.03,-1.04
19/7/2019,2:3:23,4.69,-1.18
19/7/2019,2:8:23,2.34,-0.67
19/7/2019,2:13:23,4.69,-0.59
19/7/2019,2:18:22,4.69,-1.18
19/7/2019,2:23:22,4.69,-1.18
19/7/2019,2:28:22,0.00,-0.89
19/7/2019,2:33:22,2.34,-0.52
19/7/2019,2:38:21,4.69,-1.26
19/7/2019,2:43:21,2.34,-0.89
19/7/2019,2:48:21,2.34,-0.81
19/7/2019,2:53:20,2.34,-0.74
19/7/2019,2:58:20,4.69,-1.41
19/7/2019,3:3:20,4.69,-0.30
19/7/2019,3:8:19,2.34,-1.55
19/7/2019,3:13:19,2.34,-0.89
19/7/2019,3:18:19,4.69,-1.11
19/7/2019,3:23:19,4.69,-1.18
19/7/2019,3:28:18,2.34,-0.67
19/7/2019,3:33:18,2.34,-0.96
19/7/2019,3:38:18,2.34,-1.55
19/7/2019,3:43:17,4.69,-1.33
19/7/2019,3:48:17,2.34,-0.37
19/7/2019,3:53:17,2.34,-1.63
19/7/2019,3:58:16,7.03,-0.89
19/7/2019,4:3:16,4.69,-1.18
19/7/2019,4:8:16,4.69,-1.18
19/7/2019,4:13:16,7.03,-1.41
19/7/2019,4:18:15,2.34,-0.81
19/7/2019,4:23:15,2.34,-1.41
19/7/2019,4:28:15,2.34,-1.11
19/7/2019,4:33:14,4.69,-1.48
19/7/2019,4:38:14,4.69,-1.18
19/7/2019,4:43:14,4.69,-1.41
19/7/2019,4:48:13,2.34,-1.11
19/7/2019,4:53:13,4.69,-1.04
19/7/2019,4:58:13,4.69,-0.74
19/7/2019,5:3:13,4.69,-0.22
19/7/2019,5:8:12,4.69,-1.04
19/7/2019,5:13:12,4.69,-1.26
19/7/2019,5:18:12,2.34,-1.92
19/7/2019,5:23:11,2.34,-1.78
19/7/2019,5:28:11,2.34,-0.96
19/7/2019,5:33:11,4.69,-0.59
19/7/2019,5:38:10,4.69,-1.18
19/7/2019,5:43:10,4.69,-1.04
19/7/2019,5:48:10,2.34,-0.89
19/7/2019,5:53:9,4.69,-1.41
19/7/2019,5:58:9,2.34,-1.55
19/7/2019,6:3:9,4.69,-1.11
19/7/2019,6:8:9,4.69,-1.33
19/7/2019,6:13:8,4.69,-1.41
19/7/2019,6:18:8,4.69,-1.33
19/7/2019,6:23:8,4.69,-0.37
19/7/2019,6:28:7,4.69,-0.37
19/7/2019,6:33:7,4.69,-0.89
19/7/2019,6:38:7,2.34,-0.67
19/7/2019,6:43:6,4.69,-0.89
19/7/2019,6:48:6,2.34,-0.44
19/7/2019,6:53:6,2.34,-0.37
19/7/2019,6:58:6,4.69,0.07
19/7/2019,7:3:5,2.34,-0.81
19/7/2019,7:8:5,4.69,0.07
19/7/2019,7:13:5,4.69,0.00
19/7/2019,7:18:4,2.34,-0.37
19/7/2019,7:23:4,4.69,0.07
19/7/2019,7:28:4,4.69,-0.59
19/7/2019,7:33:3,4.69,-0.07
19/7/2019,7:38:3,4.69,-0.89
19/7/2019,7:43:3,4.69,-0.44
19/7/2019,7:48:2,2.34,-0.07
19/7/2019,7:53:2,4.69,0.74
19/7/2019,7:58:2,4.69,0.22
19/7/2019,8:3:2,4.69,-0.37
19/7/2019,8:8:1,2.34,-0.22
19/7/2019,8:13:1,4.69,-0.07
19/7/2019,8:18:1,4.69,0.30
19/7/2019,8:23:0,0.00,-0.67
19/7/2019,8:28:0,2.34,0.22
19/7/2019,8:33:0,4.69,1.04
19/7/2019,8:37:59,2.34,1.48
19/7/2019,8:42:59,2.34,0.67
19/7/2019,8:47:59,4.69,0.96
19/7/2019,8:52:58,2.34,2.15
19/7/2019,8:57:58,4.69,1.63
19/7/2019,9:2:58,4.69,2.74
19/7/2019,9:7:58,2.34,2.29
19/7/2019,9:12:57,4.69,2.52
19/7/2019,9:17:57,4.69,2.66
19/7/2019,9:22:57,2.34,2.07
19/7/2019,9:27:56,4.69,1.85
19/7/2019,9:32:56,4.69,2.89
19/7/2019,9:37:56,4.69,2.15
19/7/2019,9:42:55,4.69,1.41
19/7/2019,9:47:55,2.34,3.03
19/7/2019,9:52:55,4.69,1.48
19/7/2019,9:57:55,4.69,3.03
19/7/2019,10:2:54,2.34,2.37
19/7/2019,10:7:54,4.69,3.85
19/7/2019,10:12:54,4.69,2.07
19/7/2019,10:17:53,4.69,3.48
19/7/2019,10:22:53,4.69,2.81
19/7/2019,10:27:53,4.69,2.52
19/7/2019,10:32:52,4.69,1.85
19/7/2019,10:37:52,2.34,2.44
19/7/2019,10:42:52,7.03,2.29
19/7/2019,10:47:51,4.69,1.78
19/7/2019,10:52:51,4.69,1.48
19/7/2019,10:57:51,2.34,1.04
19/7/2019,11:2:51,4.69,1.04
19/7/2019,11:7:50,2.34,2.00
19/7/2019,11:12:50,2.34,3.55
19/7/2019,11:17:50,2.34,1.92
19/7/2019,11:22:49,4.69,1.48
19/7/2019,11:27:49,4.69,0.96
19/7/2019,11:32:49,7.03,2.37
19/7/2019,11:37:48,2.34,2.81
19/7/2019,11:42:48,4.69,5.25
19/7/2019,11:47:48,4.69,5.62
19/7/2019,11:52:48,4.69,4.29
19/7/2019,11:57:47,4.69,2.44
19/7/2019,12:2:47,4.69,4.88
19/7/2019,12:7:47,4.69,5.70
19/7/2019,12:12:46,4.69,4.88
19/7/2019,12:17:46,4.69,2.89
19/7/2019,12:22:46,4.69,6.07
19/7/2019,12:27:45,4.69,8.14
19/7/2019,12:32:45,4.69,10.36
19/7/2019,12:37:45,2.34,6.07
19/7/2019,12:42:45,2.34,4.81
19/7/2019,12:47:44,4.69,7.25
19/7/2019,12:52:44,2.34,8.73
19/7/2019,12:57:44,2.34,6.29
19/7/2019,13:2:43,7.03,8.43
19/7/2019,13:7:43,0.00,7.03
19/7/2019,13:12:43,4.69,5.25
19/7/2019,13:17:42,4.69,6.58
19/7/2019,13:22:42,2.34,5.10
19/7/2019,13:27:42,4.69,8.36
19/7/2019,13:32:41,4.69,8.06
19/7/2019,13:37:41,2.34,3.03
19/7/2019,13:42:41,4.69,7.84
19/7/2019,13:47:41,4.69,8.36
19/7/2019,13:52:40,7.03,3.77
19/7/2019,13:57:40,4.69,4.07
19/7/2019,14:2:40,4.69,3.26
19/7/2019,14:7:39,4.69,2.66
19/7/2019,14:12:39,2.34,2.07
19/7/2019,14:17:39,2.34,2.00
19/7/2019,14:22:38,4.69,5.84
19/7/2019,14:27:38,2.34,5.40
19/7/2019,14:32:38,4.69,8.58
19/7/2019,14:37:38,4.69,4.36
19/7/2019,14:42:37,4.69,3.40
19/7/2019,14:47:37,4.69,2.66
19/7/2019,14:52:37,2.34,2.81
19/7/2019,14:57:36,0.00,2.44
19/7/2019,15:2:36,4.69,2.96
19/7/2019,15:7:36,4.69,2.00
19/7/2019,15:12:36,2.34,1.92
19/7/2019,15:17:35,4.69,2.22
19/7/2019,15:22:35,2.34,5.99
19/7/2019,15:27:35,4.69,6.14
19/7/2019,15:32:34,4.69,3.55
19/7/2019,15:37:34,2.34,2.74
19/7/2019,15:42:34,4.69,6.73
19/7/2019,15:47:33,4.69,4.81
19/7/2019,15:52:33,2.34,3.33
19/7/2019,15:57:33,4.69,2.59
19/7/2019,16:2:33,4.69,2.00
19/7/2019,16:7:32,4.69,3.48
19/7/2019,16:12:32,2.34,2.29
19/7/2019,16:17:32,4.69,3.48
19/7/2019,16:22:31,4.69,3.55
19/7/2019,16:27:31,2.34,4.29
19/7/2019,16:32:31,2.34,3.48
19/7/2019,16:37:30,4.69,4.00
19/7/2019,16:42:30,4.69,2.37
19/7/2019,16:47:30,2.34,2.00
19/7/2019,16:52:30,2.34,1.92
19/7/2019,16:57:29,4.69,1.11
19/7/2019,17:2:29,2.34,1.04
19/7/2019,17:7:29,4.69,1.63
19/7/2019,17:12:28,4.69,1.26
19/7/2019,17:17:28,4.69,1.11
19/7/2019,17:22:28,4.69,0.44
19/7/2019,17:27:27,4.69,0.30
19/7/2019,17:32:27,4.69,0.89
19/7/2019,17:37:27,4.69,0.07
19/7/2019,17:42:27,4.69,-0.30
19/7/2019,17:47:26,4.69,0.30
19/7/2019,17:52:26,4.69,0.07
19/7/2019,17:57:26,2.34,-0.96
19/7/2019,18:2:25,4.69,-0.22
19/7/2019,18:7:25,4.69,-1.11
19/7/2019,18:12:25,7.03,-0.74
19/7/2019,18:17:25,4.69,-0.22
19/7/2019,18:22:24,2.34,-0.67
19/7/2019,18:27:24,9.38,-0.30
19/7/2019,18:32:24,4.69,-0.67
19/7/2019,18:37:23,7.03,-0.67
19/7/2019,18:42:23,4.69,-0.44
19/7/2019,18:47:23,4.69,0.07
19/7/2019,18:52:22,4.69,-0.44
19/7/2019,18:57:22,4.69,-0.67
19/7/2019,19:2:22,9.38,-0.52
19/7/2019,19:7:22,4.69,-0.59
19/7/2019,19:12:21,4.69,-0.89
19/7/2019,19:17:21,7.03,-0.37
19/7/2019,19:22:21,4.69,-0.59
19/7/2019,19:27:20,7.03,-0.30
19/7/2019,19:32:20,4.69,-0.59
19/7/2019,19:37:20,4.69,0.00
19/7/2019,19:42:19,4.69,0.00
19/7/2019,19:47:19,7.03,-0.67
19/7/2019,19:52:19,4.69,-0.89
19/7/2019,19:57:19,7.03,-0.30
19/7/2019,20:2:18,7.03,-0.44
19/7/2019,20:7:18,7.03,-0.89
19/7/2019,20:12:18,4.69,-0.96
19/7/2019,20:17:17,4.69,0.00
19/7/2019,20:22:17,4.69,-0.52
19/7/2019,20:27:17,7.03,0.15
19/7/2019,20:32:16,4.69,-0.22
19/7/2019,20:37:16,4.69,-0.74
19/7/2019,20:42:16,4.69,-0.52
19/7/2019,20:47:16,4.69,-0.22
19/7/2019,20:52:15,7.03,-0.30
19/7/2019,20:57:15,4.69,-0.22
19/7/2019,21:2:15,4.69,-0.37
19/7/2019,21:7:14,4.69,-0.30
19/7/2019,21:12:14,4.69,-0.96
19/7/2019,21:17:14,4.69,-0.59
19/7/2019,21:22:13,4.69,-0.22
19/7/2019,21:27:13,7.03,0.15
19/7/2019,21:32:13,4.69,0.15
19/7/2019,21:37:13,4.69,-1.26
19/7/2019,21:42:12,7.03,-0.96
19/7/2019,21:47:12,4.69,-0.59
19/7/2019,21:52:12,4.69,-0.59
19/7/2019,21:57:11,7.03,0.15
19/7/2019,22:2:11,4.69,-0.44
19/7/2019,22:7:11,4.69,-0.67
19/7/2019,22:12:10,4.69,0.44
19/7/2019,22:17:10,4.69,-0.52
19/7/2019,22:22:10,4.69,0.00
19/7/2019,22:27:10,4.69,-0.74
19/7/2019,22:32:9,7.03,-0.52
19/7/2019,22:37:9,4.69,-0.89
19/7/2019,22:42:9,7.03,-0.89
19/7/2019,22:47:8,4.69,-0.59
19/7/2019,22:52:8,4.69,0.07
19/7/2019,22:57:8,4.69,-0.81
19/7/2019,23:2:7,4.69,-0.37
19/7/2019,23:7:7,4.69,0.00
19/7/2019,23:12:7,4.69,0.00
19/7/2019,23:17:6,4.69,-0.37
19/7/2019,23:22:6,4.69,-1.11
19/7/2019,23:27:6,4.69,-0.15
19/7/2019,23:32:6,7.03,0.00
19/7/2019,23:37:5,7.03,-0.74
19/7/2019,23:42:5,7.03,-0.74
19/7/2019,23:47:5,4.69,-0.74
19/7/2019,23:52:4,4.69,0.00
19/7/2019,23:57:4,4.69,-0.74
20/7/2019,0:2:4,4.69,-0.37
20/7/2019,0:7:3,4.69,-0.52
20/7/2019,0:12:3,7.03,0.07
20/7/2019,0:17:3,7.03,-0.22
20/7/2019,0:22:3,4.69,-0.30
20/7/2019,0:27:2,4.69,0.37
20/7/2019,0:32:2,7.03,-0.15
20/7/2019,0:37:2,4.69,0.22
20/7/2019,0:42:1,4.69,-0.44
20/7/2019,0:47:1,4.69,-0.67
20/7/2019,0:52:1,4.69,0.07
20/7/2019,0:57:0,4.69,-0.96
20/7/2019,1:2:0,7.03,0.22
20/7/2019,1:7:0,4.69,-0.89
20/7/2019,1:11:59,4.69,-0.89
20/7/2019,1:16:59,4.69,-0.37
20/7/2019,1:21:59,7.03,-0.07
20/7/2019,1:26:59,4.69,-0.15
20/7/2019,1:31:58,4.69,-0.89
20/7/2019,1:36:58,4.69,-0.52
20/7/2019,1:41:58,4.69,-0.22
20/7/2019,1:46:57,4.69,-0.52
20/7/2019,1:51:57,7.03,-0.37
20/7/2019,1:56:57,4.69,0.67
20/7/2019,2:1:56,4.69,0.00
20/7/2019,2:6:56,4.69,-0.07
20/7/2019,2:11:56,4.69,-0.89
20/7/2019,2:16:56,4.69,-0.67
20/7/2019,2:21:55,7.03,-0.37
20/7/2019,2:26:55,4.69,-0.22
20/7/2019,2:31:55,4.69,0.00
20/7/2019,2:36:54,7.03,0.00
20/7/2019,2:41:54,4.69,-0.67
20/7/2019,2:46:54,7.03,-0.22
20/7/2019,2:51:53,4.69,-1.18
20/7/2019,2:56:53,4.69,-1.04
20/7/2019,3:1:53,4.69,-0.67
20/7/2019,3:6:52,4.69,-0.22
20/7/2019,3:11:52,4.69,-0.07
20/7/2019,3:16:52,7.03,-0.81
20/7/2019,3:21:52,4.69,0.07
20/7/2019,3:26:51,7.03,-0.22
20/7/2019,3:31:51,4.69,-0.67
20/7/2019,3:36:51,4.69,0.22
20/7/2019,3:41:50,4.69,-1.33
20/7/2019,3:46:50,7.03,-0.37
20/7/2019,3:51:50,4.69,0.22
20/7/2019,3:56:49,4.69,-0.44
20/7/2019,4:1:49,4.69,0.07
20/7/2019,4:6:49,4.69,-0.22
