Date,Time,Voltage,SC_Current
3/10/2019,9:26:50,20.08,0.72
3/10/2019,9:29:50,20.10,0.76
3/10/2019,9:32:50,20.07,0.80
3/10/2019,9:35:50,20.08,0.83
3/10/2019,9:38:50,20.08,0.86
3/10/2019,9:41:49,20.10,0.89
3/10/2019,9:44:49,20.12,0.94
3/10/2019,9:47:49,20.09,0.94
3/10/2019,9:50:49,19.86,0.76
3/10/2019,9:53:49,19.78,0.72
3/10/2019,9:56:48,19.80,0.71
3/10/2019,9:59:48,19.85,0.74
3/10/2019,10:2:48,19.89,0.75
3/10/2019,10:5:48,19.92,0.79
3/10/2019,10:8:48,20.16,0.99
3/10/2019,10:11:47,20.48,1.43
3/10/2019,10:14:47,20.45,1.54
3/10/2019,10:17:47,20.39,1.61
3/10/2019,10:20:47,20.34,1.68
3/10/2019,10:23:47,20.32,1.80
3/10/2019,10:26:47,20.38,2.05
3/10/2019,10:29:46,20.35,2.19
3/10/2019,10:32:46,20.32,2.30
3/10/2019,10:35:46,20.28,2.37
3/10/2019,10:38:46,20.27,2.56
3/10/2019,10:41:46,20.22,2.64
3/10/2019,10:44:45,20.20,2.69
3/10/2019,10:47:45,20.13,2.73
3/10/2019,10:50:45,20.14,2.85
3/10/2019,10:53:45,20.17,2.97
3/10/2019,10:56:45,20.14,3.05
3/10/2019,10:59:44,20.11,3.11
3/10/2019,11:2:44,20.09,3.13
3/10/2019,11:5:44,20.07,3.21
3/10/2019,11:8:44,20.11,3.27
3/10/2019,11:11:44,20.09,3.37
3/10/2019,11:14:44,20.11,3.38
3/10/2019,11:17:43,20.05,3.45
3/10/2019,11:20:43,20.06,3.59
3/10/2019,11:23:43,20.01,3.61
3/10/2019,11:26:43,19.94,3.61
3/10/2019,11:29:43,19.96,3.82
3/10/2019,11:32:42,19.94,3.90
3/10/2019,11:35:42,19.93,3.97
3/10/2019,11:38:42,19.86,3.93
3/10/2019,11:41:42,19.86,3.93
3/10/2019,11:44:42,19.83,4.13
3/10/2019,11:47:41,19.75,4.13
3/10/2019,11:50:41,19.68,3.95
3/10/2019,11:53:41,19.73,4.19
3/10/2019,11:56:41,19.79,4.48
3/10/2019,11:59:41,19.81,4.51
3/10/2019,12:2:41,19.84,4.59
3/10/2019,12:5:40,19.85,4.67
3/10/2019,12:8:40,19.73,4.62
3/10/2019,12:11:40,19.69,4.73
3/10/2019,12:14:40,19.55,4.66
3/10/2019,12:17:40,19.61,4.74
3/10/2019,12:20:39,19.65,4.67
3/10/2019,12:23:39,19.78,4.96
3/10/2019,12:26:39,19.78,5.02
3/10/2019,12:29:39,19.68,5.03
3/10/2019,12:32:39,19.10,1.48
3/10/2019,12:35:39,19.13,1.54
3/10/2019,12:38:38,19.07,1.53
3/10/2019,12:41:38,18.88,1.31
3/10/2019,12:44:38,19.08,1.33
3/10/2019,12:47:38,18.96,1.22
3/10/2019,12:50:38,19.36,1.69
3/10/2019,12:53:37,19.32,1.72
3/10/2019,12:56:37,19.28,1.73
3/10/2019,12:59:37,19.43,1.72
3/10/2019,13:2:37,19.27,1.73
3/10/2019,13:5:37,19.21,1.80
3/10/2019,13:8:36,19.09,1.82
3/10/2019,13:11:36,17.88,0.66
3/10/2019,13:14:36,18.32,0.55
3/10/2019,13:17:36,18.77,0.60
3/10/2019,13:20:36,20.17,2.07
3/10/2019,13:23:36,18.56,0.70
3/10/2019,13:26:35,19.79,2.00
3/10/2019,13:29:35,19.59,2.08
3/10/2019,13:32:35,18.92,0.89
3/10/2019,13:35:35,18.61,0.75
3/10/2019,13:38:35,19.56,2.19
3/10/2019,13:41:34,18.62,0.96
3/10/2019,13:44:34,19.52,2.08
3/10/2019,13:47:34,18.88,0.91
3/10/2019,13:50:34,18.81,0.58
3/10/2019,13:53:34,19.87,1.43
3/10/2019,13:56:33,19.11,0.76
3/10/2019,13:59:33,20.13,2.29
3/10/2019,14:2:33,19.60,2.18
3/10/2019,14:5:33,19.39,2.18
3/10/2019,14:8:33,19.38,2.24
3/10/2019,14:11:33,19.26,2.24
3/10/2019,14:14:32,19.46,2.46
3/10/2019,14:17:32,19.13,2.43
3/10/2019,14:20:32,19.04,2.36
3/10/2019,14:23:32,17.80,0.72
3/10/2019,14:26:32,19.07,2.19
3/10/2019,14:29:31,19.51,2.23
3/10/2019,14:32:31,19.27,2.33
3/10/2019,14:35:31,18.17,0.71
3/10/2019,14:38:31,19.65,1.76
3/10/2019,14:41:31,18.82,0.72
3/10/2019,14:44:30,19.84,2.38
3/10/2019,14:47:30,19.49,2.26
3/10/2019,14:50:30,19.33,2.33
3/10/2019,14:53:30,17.93,0.69
3/10/2019,14:56:30,19.25,2.29
3/10/2019,14:59:30,19.84,6.29
3/10/2019,15:2:29,19.64,6.40
3/10/2019,15:5:29,19.54,0.00
3/10/2019,15:8:29,19.44,-0.01
3/10/2019,15:11:29,19.48,0.00
3/10/2019,15:14:29,19.46,-0.02
3/10/2019,15:17:28,19.30,-0.00
3/10/2019,15:20:28,19.23,-0.01
3/10/2019,15:23:28,19.09,-0.00
3/10/2019,15:26:28,19.11,-0.00
3/10/2019,15:29:28,19.07,-0.01
3/10/2019,15:32:28,18.95,-0.01
3/10/2019,15:35:27,18.08,2.32
3/10/2019,15:38:27,19.31,-0.00
3/10/2019,15:41:27,18.30,-0.01
3/10/2019,15:44:27,18.56,2.52
3/10/2019,15:47:27,18.42,2.01
3/10/2019,15:50:26,18.76,2.00
3/10/2019,15:53:26,19.11,2.15
3/10/2019,15:56:26,19.20,1.92
3/10/2019,15:59:26,19.84,2.97
3/10/2019,16:2:26,20.35,4.89
3/10/2019,16:5:26,20.08,5.08
3/10/2019,16:8:25,19.38,2.41
3/10/2019,16:11:25,20.09,5.26
3/10/2019,16:14:25,19.86,5.34
3/10/2019,16:17:25,19.67,5.16
3/10/2019,16:20:25,19.52,5.21
3/10/2019,16:23:24,19.40,5.17
3/10/2019,16:26:24,19.46,-0.01
3/10/2019,16:29:24,19.50,-0.01
3/10/2019,16:32:24,19.44,-0.00
3/10/2019,16:35:24,19.39,-0.00
3/10/2019,16:38:24,19.28,-0.01
3/10/2019,16:41:23,19.17,-0.01
3/10/2019,16:44:23,19.19,-0.01
3/10/2019,16:47:23,19.31,0.00
3/10/2019,16:50:23,18.25,1.63
3/10/2019,16:53:23,18.76,1.60
3/10/2019,16:56:23,19.07,1.50
3/10/2019,16:59:22,19.34,1.52
3/10/2019,17:2:22,19.39,1.41
3/10/2019,17:5:22,19.50,1.38
3/10/2019,17:8:22,19.48,1.27
3/10/2019,17:11:22,19.64,1.39
3/10/2019,17:14:21,19.66,1.36
3/10/2019,17:17:21,19.78,1.44
3/10/2019,17:20:21,19.68,1.23
3/10/2019,17:23:21,19.57,1.08
3/10/2019,17:26:21,19.68,1.09
3/10/2019,17:29:21,19.89,1.29
3/10/2019,17:32:20,20.93,3.83
3/10/2019,17:35:20,19.90,1.97
3/10/2019,17:38:20,20.57,3.84
3/10/2019,17:41:20,20.25,3.73
3/10/2019,17:44:20,19.87,3.11
3/10/2019,17:47:19,19.80,3.04
3/10/2019,17:50:19,18.99,1.09
3/10/2019,17:53:19,18.88,0.73
3/10/2019,17:56:19,18.70,0.47
