Date,Time,Voltage,SC_Current
3/10/2019,9:26:50,19.81,3.89
3/10/2019,9:29:50,19.84,3.99
3/10/2019,9:32:50,19.82,4.14
3/10/2019,9:35:50,19.87,4.20
3/10/2019,9:38:50,19.87,4.31
3/10/2019,9:41:49,19.87,4.31
3/10/2019,9:44:49,19.82,4.22
3/10/2019,9:47:49,19.42,2.81
3/10/2019,9:50:49,19.94,4.44
3/10/2019,9:53:49,19.88,4.56
3/10/2019,9:56:48,19.91,4.72
3/10/2019,9:59:48,19.82,4.71
3/10/2019,10:2:48,19.81,4.81
3/10/2019,10:5:48,19.73,5.14
3/10/2019,10:8:48,19.70,5.01
3/10/2019,10:11:47,18.49,1.65
3/10/2019,10:14:47,19.18,2.06
3/10/2019,10:17:47,19.21,1.68
3/10/2019,10:20:47,20.51,5.51
3/10/2019,10:23:47,20.31,5.56
3/10/2019,10:26:47,19.06,2.05
3/10/2019,10:29:46,19.13,1.97
3/10/2019,10:32:46,19.48,2.97
3/10/2019,10:35:46,20.25,6.07
3/10/2019,10:38:46,19.99,5.69
3/10/2019,10:41:46,19.83,4.22
3/10/2019,10:44:45,20.09,5.96
3/10/2019,10:47:45,18.84,1.56
3/10/2019,10:50:45,19.34,2.07
3/10/2019,10:53:45,20.43,6.25
3/10/2019,10:56:45,20.06,6.22
3/10/2019,10:59:45,19.76,6.03
3/10/2019,11:2:44,19.59,6.00
3/10/2019,11:5:44,19.57,6.28
3/10/2019,11:8:44,18.78,4.32
3/10/2019,11:11:44,18.24,1.90
3/10/2019,11:14:44,18.34,1.68
3/10/2019,11:17:43,20.07,5.96
3/10/2019,11:20:43,18.85,2.23
3/10/2019,11:23:43,19.19,2.19
3/10/2019,11:26:43,19.27,2.12
3/10/2019,11:29:43,19.85,3.14
3/10/2019,11:32:42,20.07,5.84
3/10/2019,11:35:42,19.35,4.87
3/10/2019,11:38:42,18.49,1.66
3/10/2019,11:41:42,18.90,1.68
3/10/2019,11:44:42,19.18,1.74
3/10/2019,11:47:42,19.38,1.76
3/10/2019,11:50:41,19.70,2.17
3/10/2019,11:53:41,20.23,3.92
3/10/2019,11:56:41,20.30,6.51
3/10/2019,11:59:41,18.96,2.50
3/10/2019,12:2:41,19.27,4.33
3/10/2019,12:5:40,18.77,2.48
3/10/2019,12:8:40,18.51,1.55
3/10/2019,12:11:40,18.83,1.51
3/10/2019,12:14:40,19.13,1.64
3/10/2019,12:17:40,19.41,1.93
3/10/2019,12:20:40,20.41,6.32
3/10/2019,12:23:39,18.64,1.85
3/10/2019,12:26:39,20.17,6.12
3/10/2019,12:29:39,20.23,6.54
3/10/2019,12:32:39,19.27,2.78
3/10/2019,12:35:39,18.66,1.81
3/10/2019,12:38:38,19.10,2.49
3/10/2019,12:41:38,18.83,2.10
3/10/2019,12:44:38,19.06,1.88
3/10/2019,12:47:38,19.31,1.92
3/10/2019,12:50:38,20.28,5.53
3/10/2019,12:53:37,20.09,6.64
3/10/2019,12:56:37,19.62,6.14
3/10/2019,12:59:37,19.11,5.01
3/10/2019,13:2:37,19.18,5.72
3/10/2019,13:5:37,19.12,5.55
3/10/2019,13:8:37,19.14,-0.00
3/10/2019,13:11:36,18.35,1.84
3/10/2019,13:14:36,19.67,4.71
3/10/2019,13:17:36,19.80,5.78
3/10/2019,13:20:36,19.58,6.10
3/10/2019,13:23:36,18.57,1.89
3/10/2019,13:26:35,19.04,1.94
3/10/2019,13:29:35,19.32,2.14
3/10/2019,13:32:35,20.49,6.45
3/10/2019,13:35:35,20.07,6.03
3/10/2019,13:38:35,19.13,2.57
3/10/2019,13:41:35,19.05,2.27
3/10/2019,13:44:34,19.30,2.86
3/10/2019,13:47:34,19.14,2.30
3/10/2019,13:50:34,19.83,4.51
3/10/2019,13:53:34,19.79,5.51
3/10/2019,13:56:34,19.51,5.64
3/10/2019,13:59:33,19.39,5.79
3/10/2019,14:2:33,19.37,5.31
3/10/2019,14:5:33,18.52,2.05
3/10/2019,14:8:33,19.05,2.17
3/10/2019,14:11:33,19.07,1.78
3/10/2019,14:14:33,19.23,2.11
3/10/2019,14:17:32,19.54,2.53
3/10/2019,14:20:32,20.03,4.23
3/10/2019,14:23:32,19.86,4.28
3/10/2019,14:26:32,19.74,4.53
3/10/2019,14:29:32,19.58,4.59
3/10/2019,14:32:31,19.42,4.50
3/10/2019,14:35:31,18.47,1.65
3/10/2019,14:38:31,18.67,1.46
3/10/2019,14:41:31,18.64,1.12
3/10/2019,14:44:31,18.79,1.00
3/10/2019,14:47:31,18.97,1.05
3/10/2019,14:50:30,19.20,1.12
3/10/2019,14:53:30,19.39,1.14
3/10/2019,14:56:30,19.72,1.41
3/10/2019,14:59:30,19.86,1.54
3/10/2019,15:2:30,20.22,2.27
3/10/2019,15:5:29,20.58,4.41
3/10/2019,15:8:29,20.27,4.53
3/10/2019,15:11:29,20.00,4.27
3/10/2019,15:14:29,19.40,2.39
3/10/2019,15:17:29,19.25,1.68
3/10/2019,15:20:28,19.42,1.59
3/10/2019,15:23:28,19.49,1.42
3/10/2019,15:26:28,20.47,3.59
3/10/2019,15:29:28,20.24,3.71
3/10/2019,15:32:28,20.00,3.53
3/10/2019,15:35:28,19.71,2.85
3/10/2019,15:38:27,19.92,3.39
3/10/2019,15:41:27,19.93,3.59
3/10/2019,15:44:27,19.90,3.57
3/10/2019,15:47:27,19.84,3.50
3/10/2019,15:50:27,19.78,3.50
3/10/2019,15:53:26,19.78,3.46
3/10/2019,15:56:26,19.76,3.27
3/10/2019,15:59:26,19.81,3.28
3/10/2019,16:2:26,19.80,3.12
3/10/2019,16:5:26,19.72,2.86
3/10/2019,16:8:26,19.78,2.78
3/10/2019,16:11:25,19.77,2.57
3/10/2019,16:14:25,19.70,2.32
3/10/2019,16:17:25,19.66,2.14
3/10/2019,16:20:25,19.79,2.34
3/10/2019,16:23:25,19.77,2.36
3/10/2019,16:26:24,19.66,2.25
3/10/2019,16:29:24,19.53,1.94
3/10/2019,16:32:24,19.22,1.24
3/10/2019,16:35:24,19.17,1.02
3/10/2019,16:38:24,19.24,0.97
3/10/2019,16:41:23,19.25,0.90
3/10/2019,16:44:23,19.42,0.96
3/10/2019,16:47:23,19.56,1.00
3/10/2019,16:50:23,19.54,0.95
3/10/2019,16:53:23,19.72,1.09
3/10/2019,16:56:23,20.11,1.58
3/10/2019,16:59:22,20.00,1.59
3/10/2019,17:2:22,19.93,1.60
3/10/2019,17:5:22,19.85,1.51
3/10/2019,17:8:22,19.73,1.38
3/10/2019,17:11:22,19.58,1.13
3/10/2019,17:14:21,19.51,0.98
3/10/2019,17:17:21,19.36,0.80
3/10/2019,17:20:21,19.39,0.79
3/10/2019,17:23:21,19.36,0.75
