Date,Time,Voltage,SC_Current
30/9/2019,18:32:33,19.65,0.76
30/9/2019,18:35:33,19.62,0.70
30/9/2019,18:38:33,19.88,0.90
30/9/2019,18:41:33,20.25,1.20
30/9/2019,18:44:33,20.10,1.26
30/9/2019,18:47:32,19.72,0.93
30/9/2019,18:50:32,19.75,0.96
30/9/2019,18:53:32,19.87,1.09
30/9/2019,18:56:32,19.44,0.76
30/9/2019,18:59:32,19.05,0.51
30/9/2019,19:2:31,19.24,0.54
30/9/2019,19:5:31,19.32,0.56
30/9/2019,19:8:31,19.48,0.65
30/9/2019,19:11:31,19.59,0.71
30/9/2019,19:14:31,20.44,1.54
30/9/2019,19:17:31,20.49,1.77
30/9/2019,19:20:30,20.40,1.85
30/9/2019,19:23:30,20.35,1.97
30/9/2019,19:26:30,20.31,2.08
30/9/2019,19:29:30,20.31,2.20
30/9/2019,19:32:30,20.30,2.36
30/9/2019,19:35:29,20.24,2.51
30/9/2019,19:38:29,20.28,2.76
30/9/2019,19:41:29,20.26,2.86
30/9/2019,19:44:29,20.00,2.44
30/9/2019,19:47:29,20.17,2.73
30/9/2019,19:50:29,20.23,2.92
30/9/2019,19:53:28,20.28,3.46
30/9/2019,19:56:28,19.57,2.03
30/9/2019,19:59:28,19.43,1.81
30/9/2019,20:2:28,18.83,0.89
30/9/2019,20:5:28,19.48,1.30
30/9/2019,20:8:27,20.07,1.99
30/9/2019,20:11:27,19.99,1.98
30/9/2019,20:14:27,20.56,3.68
30/9/2019,20:17:27,19.70,1.80
30/9/2019,20:20:27,19.83,1.95
30/9/2019,20:23:27,19.72,1.70
30/9/2019,20:26:26,19.69,1.49
30/9/2019,20:29:26,19.82,1.58
30/9/2019,20:32:26,19.79,1.49
30/9/2019,20:35:26,19.80,1.40
30/9/2019,20:38:26,19.98,1.58
30/9/2019,20:41:25,20.21,2.00
30/9/2019,20:44:25,20.52,3.48
30/9/2019,20:47:25,20.41,4.08
30/9/2019,20:50:25,20.48,4.35
30/9/2019,20:53:25,20.27,4.53
30/9/2019,20:56:24,20.08,4.73
30/9/2019,20:59:24,19.90,4.63
30/9/2019,21:2:24,19.87,4.97
30/9/2019,21:5:24,19.04,2.18
30/9/2019,21:8:24,19.19,1.89
30/9/2019,21:11:24,19.49,2.02
30/9/2019,21:14:23,19.53,1.83
30/9/2019,21:17:23,19.76,2.07
30/9/2019,21:20:23,19.74,2.05
30/9/2019,21:23:23,20.24,3.82
30/9/2019,21:26:23,19.65,2.06
30/9/2019,21:29:22,19.81,2.14
30/9/2019,21:32:22,20.16,3.41
30/9/2019,21:35:22,19.65,1.88
30/9/2019,21:38:22,19.49,1.53
30/9/2019,21:41:22,19.59,1.56
30/9/2019,21:44:22,19.94,2.22
30/9/2019,21:47:21,19.66,1.78
30/9/2019,21:50:21,20.62,5.58
30/9/2019,21:53:21,20.10,5.56
30/9/2019,21:56:21,19.79,5.69
30/9/2019,21:59:21,18.77,2.35
30/9/2019,22:2:20,19.68,5.36
30/9/2019,22:5:20,19.76,5.74
30/9/2019,22:8:20,19.63,5.09
30/9/2019,22:11:20,19.04,2.97
30/9/2019,22:14:20,19.50,4.04
30/9/2019,22:17:20,19.62,5.74
30/9/2019,22:20:19,19.10,2.82
30/9/2019,22:23:19,19.05,2.11
30/9/2019,22:26:19,19.15,1.90
30/9/2019,22:29:19,19.31,1.84
30/9/2019,22:32:19,19.51,1.92
30/9/2019,22:35:18,19.77,2.31
30/9/2019,22:38:18,19.90,2.66
30/9/2019,22:41:18,19.71,2.48
30/9/2019,22:44:18,19.78,2.56
30/9/2019,22:47:18,20.41,5.50
30/9/2019,22:50:18,20.02,5.62
30/9/2019,22:53:17,19.71,5.62
30/9/2019,22:56:17,19.57,5.93
30/9/2019,22:59:17,19.35,6.07
30/9/2019,23:2:17,18.93,4.74
30/9/2019,23:5:17,18.49,1.87
30/9/2019,23:8:17,18.83,1.64
30/9/2019,23:11:16,19.20,1.77
30/9/2019,23:14:16,19.39,1.88
30/9/2019,23:17:16,20.43,5.38
30/9/2019,23:20:16,20.07,5.66
30/9/2019,23:23:16,19.72,5.84
30/9/2019,23:26:15,19.46,5.53
30/9/2019,23:29:15,18.51,2.63
30/9/2019,23:32:15,18.48,1.56
30/9/2019,23:35:15,19.60,4.04
30/9/2019,23:38:15,19.25,3.84
30/9/2019,23:41:15,19.04,2.35
30/9/2019,23:44:14,19.24,2.89
30/9/2019,23:47:14,20.14,6.21
30/9/2019,23:50:14,19.23,3.48
30/9/2019,23:53:14,18.88,2.77
30/9/2019,23:56:14,19.76,5.19
30/9/2019,23:59:13,18.64,1.71
1/10/2019,0:2:13,18.82,1.49
1/10/2019,0:5:13,18.98,1.43
1/10/2019,0:8:13,19.25,1.52
1/10/2019,0:11:13,19.35,1.49
1/10/2019,0:14:13,19.41,1.45
1/10/2019,0:17:12,19.53,1.58
1/10/2019,0:20:12,19.68,1.82
1/10/2019,0:23:12,20.56,4.87
1/10/2019,0:26:12,20.26,6.19
1/10/2019,0:29:12,19.89,6.34
1/10/2019,0:32:11,19.48,6.11
1/10/2019,0:35:11,19.32,-0.00
1/10/2019,0:38:11,19.14,0.00
1/10/2019,0:41:11,19.08,0.00
1/10/2019,0:44:11,19.12,0.01
1/10/2019,0:47:11,19.23,0.01
1/10/2019,0:50:10,19.22,0.01
1/10/2019,0:53:10,19.57,6.21
1/10/2019,0:56:10,19.45,0.00
1/10/2019,0:59:10,19.36,0.01
1/10/2019,1:2:10,19.36,0.01
1/10/2019,1:5:10,19.35,0.01
1/10/2019,1:8:9,19.28,0.01
1/10/2019,1:11:9,19.27,0.02
1/10/2019,1:14:9,19.24,0.00
1/10/2019,1:17:9,19.13,5.39
1/10/2019,1:20:9,19.19,0.01
1/10/2019,1:23:8,19.18,2.56
1/10/2019,1:26:8,19.25,5.51
1/10/2019,1:29:8,19.13,5.30
1/10/2019,1:32:8,19.12,2.02
1/10/2019,1:35:8,19.17,0.01
1/10/2019,1:38:8,19.19,1.90
1/10/2019,1:41:7,19.22,0.00
1/10/2019,1:44:7,19.14,0.02
1/10/2019,1:47:7,19.11,0.01
1/10/2019,1:50:7,19.10,5.38
1/10/2019,1:53:7,19.11,5.18
1/10/2019,1:56:6,18.28,2.26
1/10/2019,1:59:6,18.60,2.07
1/10/2019,2:2:6,18.82,1.80
1/10/2019,2:5:6,19.04,1.71
1/10/2019,2:8:6,19.33,1.97
1/10/2019,2:11:6,20.18,4.40
1/10/2019,2:14:5,19.25,2.15
1/10/2019,2:17:5,19.06,1.65
1/10/2019,2:20:5,19.05,1.40
1/10/2019,2:23:5,20.06,3.06
1/10/2019,2:26:5,18.93,1.06
1/10/2019,2:29:5,19.29,0.95
1/10/2019,2:32:4,19.61,0.87
1/10/2019,2:35:4,19.72,0.73
1/10/2019,2:38:4,19.80,0.69
1/10/2019,2:41:4,19.62,0.59
1/10/2019,2:44:4,19.42,0.47
1/10/2019,2:47:3,19.49,0.48
1/10/2019,2:50:3,19.62,0.56
1/10/2019,2:53:3,19.72,0.61
1/10/2019,2:56:3,19.79,0.62
1/10/2019,2:59:3,19.70,0.55
1/10/2019,3:2:2,19.77,0.59
1/10/2019,3:5:2,19.69,0.58
1/10/2019,3:8:2,19.66,0.56
1/10/2019,3:11:2,19.67,0.58
1/10/2019,3:14:2,19.70,0.60
1/10/2019,3:17:2,19.63,0.57
1/10/2019,3:20:1,19.53,0.52
1/10/2019,3:23:1,19.42,0.48
1/10/2019,3:26:1,19.38,0.46
1/10/2019,3:29:1,19.37,0.47
1/10/2019,3:32:1,19.35,0.47
1/10/2019,3:35:0,19.25,0.43
1/10/2019,3:38:0,19.13,0.39
1/10/2019,3:41:0,19.08,0.39
1/10/2019,3:44:0,19.05,0.39
1/10/2019,3:47:0,19.04,0.39
1/10/2019,3:50:0,19.02,0.38
1/10/2019,3:52:59,19.00,0.38
1/10/2019,3:55:59,19.06,0.39
1/10/2019,3:58:59,19.06,0.40
1/10/2019,4:1:59,19.12,0.42
1/10/2019,4:4:59,19.25,0.46
1/10/2019,4:7:58,19.33,0.51
1/10/2019,4:10:58,19.36,0.52
1/10/2019,4:13:58,19.39,0.54
1/10/2019,4:16:58,19.24,0.48
1/10/2019,4:19:58,18.57,0.29
1/10/2019,4:22:58,18.71,0.31
1/10/2019,4:25:57,19.08,0.43
1/10/2019,4:28:57,19.24,0.51
1/10/2019,4:31:57,19.27,0.51
1/10/2019,4:34:57,19.11,0.45
1/10/2019,4:37:57,18.87,0.37
1/10/2019,4:40:56,18.57,0.29
1/10/2019,4:43:56,18.43,0.26
1/10/2019,4:46:56,18.26,0.22
1/10/2019,4:49:56,18.13,0.20
1/10/2019,4:52:56,18.07,0.19
1/10/2019,4:55:55,17.97,0.17
1/10/2019,4:58:55,18.00,0.18
1/10/2019,5:1:55,17.98,0.19
1/10/2019,5:4:55,17.96,0.18
1/10/2019,5:7:55,17.93,0.16
1/10/2019,5:10:55,17.86,0.15
1/10/2019,5:13:54,17.69,0.15
1/10/2019,5:16:54,17.26,0.12
1/10/2019,5:19:54,16.48,0.07
1/10/2019,5:22:54,15.33,0.05
1/10/2019,5:25:54,13.80,0.04
1/10/2019,5:28:53,11.81,0.02
1/10/2019,5:31:53,10.02,0.01
1/10/2019,5:34:53,8.30,0.01
1/10/2019,5:37:53,6.03,0.02
1/10/2019,5:40:53,3.04,0.02
1/10/2019,5:43:53,1.37,0.01
1/10/2019,5:46:52,0.52,0.01
1/10/2019,5:49:52,0.19,0.01
1/10/2019,5:52:52,0.08,0.01
1/10/2019,5:55:52,0.05,0.00
1/10/2019,5:58:52,0.03,0.01
1/10/2019,6:1:51,0.03,0.01
1/10/2019,6:4:51,0.04,0.01
1/10/2019,6:7:51,0.04,0.01
1/10/2019,6:10:51,0.04,0.01
1/10/2019,6:13:51,0.04,0.02
1/10/2019,6:16:51,0.03,0.01
1/10/2019,6:19:50,0.03,0.00
1/10/2019,6:22:50,0.03,0.01
1/10/2019,6:25:50,0.03,0.01
1/10/2019,6:28:50,0.02,0.02
1/10/2019,6:31:50,0.03,0.00
1/10/2019,6:34:49,0.03,0.02
1/10/2019,6:37:49,0.03,0.01
1/10/2019,6:40:49,0.03,0.02
1/10/2019,6:43:49,0.03,0.01
1/10/2019,6:46:49,0.03,-0.00
1/10/2019,6:49:48,0.03,0.01
1/10/2019,6:52:48,0.03,0.01
1/10/2019,6:55:48,0.03,0.01
1/10/2019,6:58:48,0.03,0.01
1/10/2019,7:1:48,0.03,-0.00
1/10/2019,7:4:48,0.03,-0.00
1/10/2019,7:7:47,0.03,0.00
