Date,Time,Voltage,SC_Current
30/9/2019,18:32:33,0.16,0.01
30/9/2019,18:35:33,0.03,0.01
30/9/2019,18:38:33,0.00,0.01
30/9/2019,18:41:33,0.00,0.01
30/9/2019,18:44:33,0.00,0.01
30/9/2019,18:47:32,0.00,0.02
30/9/2019,18:50:32,0.00,0.01
30/9/2019,18:53:32,0.00,0.01
30/9/2019,18:56:32,0.00,0.01
30/9/2019,18:59:32,0.00,0.01
30/9/2019,19:2:31,0.00,0.01
30/9/2019,19:5:31,0.00,0.01
30/9/2019,19:8:31,0.00,0.02
30/9/2019,19:11:31,0.00,0.01
30/9/2019,19:14:31,0.00,0.00
30/9/2019,19:17:31,0.00,0.01
30/9/2019,19:20:30,0.00,0.01
30/9/2019,19:23:30,0.00,0.01
30/9/2019,19:26:30,0.00,0.01
30/9/2019,19:29:30,0.00,0.00
30/9/2019,19:32:30,0.00,0.02
30/9/2019,19:35:29,0.00,0.02
30/9/2019,19:38:29,0.00,0.01
30/9/2019,19:41:29,0.00,0.02
30/9/2019,19:44:29,0.00,0.01
30/9/2019,19:47:29,0.00,0.01
30/9/2019,19:50:29,0.00,0.01
30/9/2019,19:53:28,0.00,0.01
30/9/2019,19:56:28,0.00,0.01
30/9/2019,19:59:28,0.00,0.00
30/9/2019,20:2:28,0.00,0.01
30/9/2019,20:5:28,0.00,0.01
30/9/2019,20:8:28,0.00,-0.00
30/9/2019,20:11:27,0.00,0.00
30/9/2019,20:14:27,0.00,-0.00
30/9/2019,20:17:27,0.00,0.01
30/9/2019,20:20:27,0.00,0.01
30/9/2019,20:23:27,0.00,0.01
30/9/2019,20:26:26,0.00,0.00
30/9/2019,20:29:26,0.00,0.00
30/9/2019,20:32:26,0.00,0.00
30/9/2019,20:35:26,0.00,-0.01
30/9/2019,20:38:26,0.00,0.00
30/9/2019,20:41:26,0.00,0.01
30/9/2019,20:44:25,0.00,0.01
30/9/2019,20:47:25,0.00,0.01
30/9/2019,20:50:25,0.00,0.01
30/9/2019,20:53:25,0.00,0.01
30/9/2019,20:56:25,0.00,0.00
30/9/2019,20:59:24,0.00,0.01
30/9/2019,21:2:24,0.00,0.01
30/9/2019,21:5:24,0.00,0.00
30/9/2019,21:8:24,0.00,0.01
30/9/2019,21:11:24,0.00,0.01
30/9/2019,21:14:24,0.00,-0.00
30/9/2019,21:17:23,0.00,0.00
30/9/2019,21:20:23,0.00,0.01
30/9/2019,21:23:23,0.00,0.00
30/9/2019,21:26:23,0.00,0.01
